id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
11	A11	7520a033-ebbd-466f-bedd-9b30b914134a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.044205	0.002917	0.031333	0.015499999999999996	0.0155	9	24	3	22.0	0.009558	1.863868	0.999465	1.074591e-08	22.7764	22.7764	1.806079	0.088907	2.148667e-08	22.8178	1.810678	0.078038	2.031754e-08	22.8143	1.812166	0.026053	1.995361e-08	22.8132	1.812166	0.026053	1.995361e-08	22.8132	1.819467	0.052843	1.826442e-08	22.8077	1.819467	0.052843	1.826442e-08	22.8077	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
12	A12	7520a033-ebbd-466f-bedd-9b30b914134a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.046358	0.002917	0.031333	0.015499999999999996	0.0155	9	24	4	21.5	0.008066	1.780740	0.998570	3.301987e-08	22.6319	22.6319	1.806079	0.088907	2.436949e-08	22.6048	1.810678	0.078038	2.307283e-08	22.6001	1.812166	0.026053	2.266884e-08	22.5986	1.812166	0.026053	2.266884e-08	22.5986	1.819467	0.052843	2.079156e-08	22.5912	1.819467	0.052843	2.079156e-08	22.5912	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
13	B1	79402f43-0ee2-40f5-85c6-a7b4d1056975	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.048724	0.002917	0.031333	0.015499999999999996	0.0155	12	24	4	21.5	0.009244	1.739211	0.999234	6.284616e-08	22.4340	22.4340	1.806079	0.088907	2.792634e-08	22.3744	1.810678	0.078038	2.644042e-08	22.3706	1.812166	0.026053	2.597748e-08	22.3694	1.812166	0.026053	2.597748e-08	22.3694	1.819467	0.052843	2.382619e-08	22.3636	1.819467	0.052843	2.382619e-08	22.3636	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
14	B2	79402f43-0ee2-40f5-85c6-a7b4d1056975	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053232	0.002917	0.031333	0.015499999999999996	0.0155	9	24	4	21.5	0.008618	1.808073	0.999270	2.542472e-08	22.4911	22.4911	1.806079	0.088907	2.603513e-08	22.4930	1.810678	0.078038	2.464984e-08	22.4887	1.812166	0.026053	2.421824e-08	22.4874	1.812166	0.026053	2.421824e-08	22.4874	1.819467	0.052843	2.221265e-08	22.4807	1.819467	0.052843	2.221265e-08	22.4807	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
15	B3	b095fd9f-a23a-444d-9769-802094e0d7bc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.051347	0.002917	0.031333	0.015499999999999996	0.0155	8	24	4	21.5	0.007418	1.860503	0.998641	1.183721e-08	22.6869	22.6869	1.806079	0.088907	2.241126e-08	22.7465	1.810678	0.078038	2.121879e-08	22.7412	1.812166	0.026053	2.084727e-08	22.7395	1.812166	0.026053	2.084727e-08	22.7395	1.819467	0.052843	1.912083e-08	22.7311	1.819467	0.052843	1.912083e-08	22.7311	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
16	B4	b095fd9f-a23a-444d-9769-802094e0d7bc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054524	0.002917	0.031333	0.015499999999999996	0.0155	9	24	4	21.5	0.008110	1.857053	0.998950	1.346778e-08	22.5465	22.5465	1.806079	0.088907	2.450067e-08	22.5957	1.810678	0.078038	2.319703e-08	22.5910	1.812166	0.026053	2.279087e-08	22.5895	1.812166	0.026053	2.279087e-08	22.5895	1.819467	0.052843	2.090348e-08	22.5822	1.819467	0.052843	2.090348e-08	22.5822	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
17	B5	f7972ac4-9efe-4f01-bb89-ab290f541a14	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053722	0.002917	0.031333	0.015499999999999996	0.0155	11	24	4	21.5	0.008976	1.840016	0.999928	1.817272e-08	22.3959	22.3959	1.806079	0.088907	2.711741e-08	22.4241	1.810678	0.078038	2.567454e-08	22.4201	1.812166	0.026053	2.522500e-08	22.4188	1.812166	0.026053	2.522500e-08	22.4188	1.819467	0.052843	2.313603e-08	22.4127	1.819467	0.052843	2.313603e-08	22.4127	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
18	B6	f7972ac4-9efe-4f01-bb89-ab290f541a14	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053631	0.002917	0.031333	0.015499999999999996	0.0155	8	24	3	22.0	0.011104	1.876080	0.999923	1.081302e-08	22.5301	22.5301	1.806079	0.088907	2.496144e-08	22.5642	1.810678	0.078038	2.360325e-08	22.5618	1.812166	0.026053	2.318046e-08	22.5610	1.812166	0.026053	2.318046e-08	22.5610	1.819467	0.052843	2.121810e-08	22.5573	1.819467	0.052843	2.121810e-08	22.5573	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
19	B7	7edb675e-6c1c-42f0-9bb3-3a6c48764ac6	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054203	0.002917	0.031333	0.015499999999999996	0.0155	10	23	4	21.5	0.009543	1.803404	0.999677	2.976468e-08	22.3225	22.3225	1.806079	0.088907	2.883129e-08	22.3204	1.810678	0.078038	2.729722e-08	22.3169	1.812166	0.026053	2.681927e-08	22.3158	1.812166	0.026053	2.681927e-08	22.3158	1.819467	0.052843	2.459827e-08	22.3103	1.819467	0.052843	2.459827e-08	22.3103	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
20	B8	7edb675e-6c1c-42f0-9bb3-3a6c48764ac6	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.049685	0.002917	0.031333	0.015499999999999996	0.0155	10	23	4	21.5	0.008640	1.784616	0.997111	3.375009e-08	22.5091	22.5091	1.806079	0.088907	2.610065e-08	22.4887	1.810678	0.078038	2.471188e-08	22.4845	1.812166	0.026053	2.427920e-08	22.4831	1.812166	0.026053	2.427920e-08	22.4831	1.819467	0.052843	2.226855e-08	22.4765	1.819467	0.052843	2.226855e-08	22.4765	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
21	B9	7f4ea05a-157b-4c83-847c-9c277dad40a9	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.117711	0.002917	0.031333	0.015499999999999996	0.0155	6	20	0	nan	nan	nan	nan	nan	nan	nan	1.806079	0.088907	nan	nan	1.810678	0.078038	nan	nan	1.812166	0.026053	nan	nan	1.812166	0.026053	nan	nan	1.819467	0.052843	nan	nan	1.819467	0.052843	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
22	B10	7f4ea05a-157b-4c83-847c-9c277dad40a9	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.112775	0.002917	0.031333	0.015499999999999996	0.0155	6	20	0	nan	nan	nan	nan	nan	nan	nan	1.806079	0.088907	nan	nan	1.810678	0.078038	nan	nan	1.812166	0.026053	nan	nan	1.812166	0.026053	nan	nan	1.819467	0.052843	nan	nan	1.819467	0.052843	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
23	B11	e385bf74-4763-4d24-a813-b3a2cc0fa216	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.047420	0.002917	0.031333	0.015499999999999996	0.0155	8	24	4	22.5	0.010888	1.816046	0.999954	1.609165e-08	23.0919	23.0919	1.806079	0.088907	1.821299e-08	23.0974	1.810678	0.078038	1.720010e-08	23.0948	1.812166	0.026053	1.688507e-08	23.0940	1.812166	0.026053	1.688507e-08	23.0940	1.819467	0.052843	1.542462e-08	23.0900	1.819467	0.052843	1.542462e-08	23.0900	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
24	B12	e385bf74-4763-4d24-a813-b3a2cc0fa216	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.048694	0.002917	0.031333	0.015499999999999996	0.0155	10	24	5	22.0	0.009028	1.717306	0.999114	6.151217e-08	22.9995	22.9995	1.806079	0.088907	2.029579e-08	22.9142	1.810678	0.078038	1.919147e-08	22.9103	1.812166	0.026053	1.884770e-08	22.9091	1.812166	0.026053	1.884770e-08	22.9091	1.819467	0.052843	1.725214e-08	22.9030	1.819467	0.052843	1.725214e-08	22.9030	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
25	C1	81630234-13fd-41b3-a034-0b981fc8b35b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054105	0.002917	0.031333	0.015499999999999996	0.0155	9	23	4	21.5	0.009997	1.826524	0.999918	2.371049e-08	22.2279	22.2279	1.806079	0.088907	3.020286e-08	22.2418	1.810678	0.078038	2.859581e-08	22.2386	1.812166	0.026053	2.809513e-08	22.2376	1.812166	0.026053	2.809513e-08	22.2376	1.819467	0.052843	2.576847e-08	22.2326	1.819467	0.052843	2.576847e-08	22.2326	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
26	C2	81630234-13fd-41b3-a034-0b981fc8b35b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.051860	0.002917	0.031333	0.015499999999999996	0.0155	9	23	4	21.5	0.010146	1.774122	0.998532	4.499540e-08	22.2391	22.2391	1.806079	0.088907	3.065309e-08	22.2168	1.810678	0.078038	2.902209e-08	22.2137	1.812166	0.026053	2.851394e-08	22.2127	1.812166	0.026053	2.851394e-08	22.2127	1.819467	0.052843	2.615260e-08	22.2079	1.819467	0.052843	2.615260e-08	22.2079	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
27	C3	d1a56071-0270-47a2-9948-92d0dd866a5d	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050622	0.002917	0.031333	0.015499999999999996	0.0155	12	24	4	21.5	0.007881	1.787731	0.998826	2.965298e-08	22.6643	22.6643	1.806079	0.088907	2.380828e-08	22.6442	1.810678	0.078038	2.254148e-08	22.6393	1.812166	0.026053	2.214680e-08	22.6378	1.812166	0.026053	2.214680e-08	22.6378	1.819467	0.052843	2.031275e-08	22.6301	1.819467	0.052843	2.031275e-08	22.6301	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
28	C4	d1a56071-0270-47a2-9948-92d0dd866a5d	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054865	0.002917	0.031333	0.015499999999999996	0.0155	9	24	4	21.5	0.008132	1.801967	0.999733	2.580230e-08	22.5953	22.5953	1.806079	0.088907	2.456837e-08	22.5911	1.810678	0.078038	2.326113e-08	22.5864	1.812166	0.026053	2.285385e-08	22.5849	1.812166	0.026053	2.285385e-08	22.5849	1.819467	0.052843	2.096124e-08	22.5776	1.819467	0.052843	2.096124e-08	22.5776	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
29	C5	447ca903-607a-4701-8c4c-70e150ec2ddf	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055893	0.002917	0.031333	0.015499999999999996	0.0155	11	24	4	21.5	0.009356	1.773775	0.999428	4.166678e-08	22.3808	22.3808	1.806079	0.088907	2.826645e-08	22.3539	1.810678	0.078038	2.676243e-08	22.3502	1.812166	0.026053	2.629385e-08	22.3490	1.812166	0.026053	2.629385e-08	22.3490	1.819467	0.052843	2.411636e-08	22.3433	1.819467	0.052843	2.411636e-08	22.3433	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
30	C6	447ca903-607a-4701-8c4c-70e150ec2ddf	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053186	0.002917	0.031333	0.015499999999999996	0.0155	9	24	4	21.5	0.008376	1.805974	0.997272	2.533694e-08	22.5412	22.5412	1.806079	0.088907	2.530544e-08	22.5411	1.810678	0.078038	2.395898e-08	22.5366	1.812166	0.026053	2.353948e-08	22.5352	1.812166	0.026053	2.353948e-08	22.5352	1.819467	0.052843	2.159009e-08	22.5282	1.819467	0.052843	2.159009e-08	22.5282	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
31	C7	37d27f09-87fd-45d8-9e63-df2fb271ab7f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054979	0.002917	0.031333	0.015499999999999996	0.0155	8	23	4	21.5	0.009195	1.820120	0.999744	2.351778e-08	22.3719	22.3719	1.806079	0.088907	2.777861e-08	22.3833	1.810678	0.078038	2.630055e-08	22.3795	1.812166	0.026053	2.584006e-08	22.3783	1.812166	0.026053	2.584006e-08	22.3783	1.819467	0.052843	2.370015e-08	22.3724	1.819467	0.052843	2.370015e-08	22.3724	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
32	C8	37d27f09-87fd-45d8-9e63-df2fb271ab7f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052131	0.002917	0.031333	0.015499999999999996	0.0155	10	24	4	21.5	0.009068	1.756208	0.998640	5.001691e-08	22.4520	22.4520	1.806079	0.088907	2.739443e-08	22.4069	1.810678	0.078038	2.593681e-08	22.4030	1.812166	0.026053	2.548269e-08	22.4018	1.812166	0.026053	2.548269e-08	22.4018	1.819467	0.052843	2.337238e-08	22.3957	1.819467	0.052843	2.337238e-08	22.3957	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
33	C9	0be42c30-43d2-4094-8e6d-cef58526287f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.429 < 1.7;PCR efficiency outlier;indiv PCR eff is lower than mean PCR eff by 0.391	0.100602	0.002917	0.031333	0.015499999999999996	0.0155	9	21	6	17.5	0.007575	1.428512	0.997195	1.475411e-05	19.5076	19.5076	1.806079	0.088907	2.434938e-07	18.7112	1.810678	0.078038	2.328949e-07	18.7060	1.812166	0.026053	2.295703e-07	18.7043	1.812166	0.026053	2.295703e-07	18.7043	1.819467	0.052843	2.139725e-07	18.6962	1.819467	0.052843	2.139725e-07	18.6962	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes
34	C10	0be42c30-43d2-4094-8e6d-cef58526287f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.428 < 1.7;PCR efficiency outlier;indiv PCR eff is lower than mean PCR eff by 0.391	0.094814	0.002917	0.031333	0.015499999999999996	0.0155	9	21	6	17.5	0.007679	1.428198	0.998351	1.501491e-05	19.4705	19.4705	1.806079	0.088907	2.468468e-07	18.6880	1.810678	0.078038	2.361020e-07	18.6829	1.812166	0.026053	2.327316e-07	18.6813	1.812166	0.026053	2.327316e-07	18.6813	1.819467	0.052843	2.169190e-07	18.6734	1.819467	0.052843	2.169190e-07	18.6734	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes
35	C11	553a025e-467d-4f9d-be5e-1c073d218570	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050785	0.002917	0.031333	0.015499999999999996	0.0155	9	22	4	20.5	0.007869	1.825724	0.999873	3.439551e-08	21.6261	21.6261	1.806079	0.088907	4.293592e-08	21.6467	1.810678	0.078038	4.075487e-08	21.6418	1.812166	0.026053	4.007421e-08	21.6402	1.812166	0.026053	4.007421e-08	21.6402	1.819467	0.052843	3.690360e-08	21.6326	1.819467	0.052843	3.690360e-08	21.6326	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
36	C12	553a025e-467d-4f9d-be5e-1c073d218570	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.058966	0.002917	0.031333	0.015499999999999996	0.0155	8	22	4	20.5	0.009371	1.829249	0.999973	3.937363e-08	21.3332	21.3332	1.806079	0.088907	5.113255e-08	21.3512	1.810678	0.078038	4.853513e-08	21.3475	1.812166	0.026053	4.772453e-08	21.3464	1.812166	0.026053	4.772453e-08	21.3464	1.819467	0.052843	4.394864e-08	21.3407	1.819467	0.052843	4.394864e-08	21.3407	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
37	D1	1ba73d20-7e80-42e5-abaf-ac6dc97f761b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055212	0.002917	0.031333	0.015499999999999996	0.0155	8	23	4	20.5	0.007244	1.797984	0.999879	4.333679e-08	21.7966	21.7966	1.806079	0.088907	3.952422e-08	21.7868	1.810678	0.078038	3.751648e-08	21.7813	1.812166	0.026053	3.688990e-08	21.7795	1.812166	0.026053	3.688990e-08	21.7795	1.819467	0.052843	3.397123e-08	21.7709	1.819467	0.052843	3.397123e-08	21.7709	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
38	D2	1ba73d20-7e80-42e5-abaf-ac6dc97f761b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.060661	0.002917	0.031333	0.015499999999999996	0.0155	7	23	4	20.5	0.007416	1.823161	0.999438	3.336100e-08	21.7276	21.7276	1.806079	0.088907	4.046246e-08	21.7471	1.810678	0.078038	3.840706e-08	21.7418	1.812166	0.026053	3.776561e-08	21.7400	1.812166	0.026053	3.776561e-08	21.7400	1.819467	0.052843	3.477765e-08	21.7317	1.819467	0.052843	3.477765e-08	21.7317	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
39	D3	fdcf3a5d-e12c-4dd9-aa77-4d9cc5db3d29	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052256	0.002917	0.031333	0.015499999999999996	0.0155	9	24	4	21.5	0.008040	1.848129	0.999964	1.480783e-08	22.5688	22.5688	1.806079	0.088907	2.428837e-08	22.6105	1.810678	0.078038	2.299602e-08	22.6057	1.812166	0.026053	2.259339e-08	22.6042	1.812166	0.026053	2.259339e-08	22.6042	1.819467	0.052843	2.072235e-08	22.5968	1.819467	0.052843	2.072235e-08	22.5968	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
40	D4	fdcf3a5d-e12c-4dd9-aa77-4d9cc5db3d29	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053357	0.002917	0.031333	0.015499999999999996	0.0155	11	24	4	21.5	0.008755	1.796524	0.999209	2.964504e-08	22.4750	22.4750	1.806079	0.088907	2.645003e-08	22.4662	1.810678	0.078038	2.504266e-08	22.4621	1.812166	0.026053	2.460419e-08	22.4608	1.812166	0.026053	2.460419e-08	22.4608	1.819467	0.052843	2.256663e-08	22.4543	1.819467	0.052843	2.256663e-08	22.4543	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
