id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
11	A11	380b2d52-6afb-4a04-8e58-d9cb4b5ac1dc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		Cq < 10;N0 unreliable;indiv PCR eff is 1.255 < 1.7	0.056924	0.036559	0.177011	0.03177486839968334	0.0885	12	14	7	10.0	0.076168	1.254944	0.999926	7.861927e-03	6.1501	10.6608	1.427815	0.122102	2.162983e-03	7.5452	1.427815	0.122102	2.162983e-03	7.5452	nan	nan	nan	nan	nan	nan	nan	nan	1.427815	0.122102	2.162983e-03	7.5452	1.427815	0.122102	2.162983e-03	7.5452	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No
12	A12	380b2d52-6afb-4a04-8e58-d9cb4b5ac1dc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		Cq < 10;N0 unreliable;indiv PCR eff is 1.268 < 1.7	0.057662	0.036559	0.177011	0.03177486839968334	0.0885	12	15	7	11.0	0.087585	1.267652	0.999773	6.448052e-03	6.7248	11.0438	1.427815	0.122102	1.741951e-03	8.1530	1.427815	0.122102	1.741951e-03	8.1530	nan	nan	nan	nan	nan	nan	nan	nan	1.427815	0.122102	1.741951e-03	8.1530	1.427815	0.122102	1.741951e-03	8.1530	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No
13	B1	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.019166	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
14	B2	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.021757	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
15	B3	380b2d52-6afb-4a04-8e58-d9cb4b5ac1dc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.106271	0.002553	0.024774	0.03177486839968334	0.0125	11	21	0	nan	nan	nan	nan	nan	nan	nan	1.740208	0.104201	nan	nan	1.764874	0.048517	nan	nan	1.763480	0.028762	nan	nan	1.763480	0.028762	nan	nan	1.764874	0.048517	nan	nan	1.764874	0.048517	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
16	B4	380b2d52-6afb-4a04-8e58-d9cb4b5ac1dc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.130592	0.002553	0.024774	0.03177486839968334	0.0125	7	21	0	nan	nan	nan	nan	nan	nan	nan	1.740208	0.104201	nan	nan	1.764874	0.048517	nan	nan	1.763480	0.028762	nan	nan	1.763480	0.028762	nan	nan	1.764874	0.048517	nan	nan	1.764874	0.048517	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
17	B5	803415bf-0891-45be-810e-a2575c1dfc4b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053206	0.002553	0.024774	0.03177486839968334	0.0125	9	24	4	21.5	0.007349	1.760807	0.997926	3.832235e-08	24.0877	22.4387	1.740208	0.104201	4.935463e-08	24.1427	1.764874	0.048517	3.646781e-08	24.0772	1.763480	0.028762	3.709239e-08	24.0808	1.763480	0.028762	3.709239e-08	24.0808	1.764874	0.048517	3.646781e-08	24.0772	1.764874	0.048517	3.646781e-08	24.0772	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
18	B6	803415bf-0891-45be-810e-a2575c1dfc4b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050803	0.002553	0.024774	0.03177486839968334	0.0125	9	24	4	21.5	0.007375	1.726228	0.997838	5.890437e-08	24.1754	22.4665	1.740208	0.104201	4.952591e-08	24.1364	1.764874	0.048517	3.659437e-08	24.0711	1.763480	0.028762	3.722112e-08	24.0747	1.763480	0.028762	3.722112e-08	24.0747	1.764874	0.048517	3.659437e-08	24.0711	1.764874	0.048517	3.659437e-08	24.0711	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
19	B7	3f107024-e9ed-4597-aa42-94e92d65df02	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau;Cq > 34;N0 unreliable;indiv PCR eff is 1.441 < 1.7	0.067860	0.002553	0.024774	0.03177486839968334	0.0125	12	35	7	32.0	0.008014	1.441269	0.997866	6.668239e-08	35.7685	33.2162	1.740208	0.104201	1.601820e-10	34.4864	1.764874	0.048517	1.020973e-10	34.4248	1.763480	0.028762	nan	34.4282	1.763480	0.028762	nan	34.4282	1.764874	0.048517	nan	34.4248	1.764874	0.048517	1.020973e-10	34.4248	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No
20	B8	3f107024-e9ed-4597-aa42-94e92d65df02	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.061703	0.002553	0.024774	0.03177486839968334	0.0125	8	35	0	nan	nan	nan	nan	nan	nan	nan	1.740208	0.104201	nan	nan	1.764874	0.048517	nan	nan	1.763480	0.028762	nan	nan	1.763480	0.028762	nan	nan	1.764874	0.048517	nan	nan	1.764874	0.048517	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
21	B9	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.021310	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
22	B10	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.019580	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
23	B11	57f80396-64d4-402e-a95f-a56b6df74e1c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.341 < 1.7	0.044397	0.036559	0.177011	0.03177486839968334	0.0885	12	17	5	14.0	0.078498	1.340510	0.999836	1.297409e-03	10.9138	14.4092	1.427815	0.122102	5.363524e-04	11.4606	1.427815	0.122102	5.363524e-04	11.4606	nan	nan	nan	nan	nan	nan	nan	nan	1.427815	0.122102	5.363524e-04	11.4606	1.427815	0.122102	5.363524e-04	11.4606	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
24	B12	57f80396-64d4-402e-a95f-a56b6df74e1c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.383 < 1.7	0.045243	0.036559	0.177011	0.03177486839968334	0.0885	12	18	5	16.0	0.088637	1.383415	0.999792	4.924653e-04	12.8391	15.9952	1.427815	0.122102	2.970736e-04	13.1195	1.427815	0.122102	2.970736e-04	13.1195	nan	nan	nan	nan	nan	nan	nan	nan	1.427815	0.122102	2.970736e-04	13.1195	1.427815	0.122102	2.970736e-04	13.1195	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
25	C1	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.020964	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
26	C2	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.019775	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
27	C3	b7a120b9-6316-4c85-a361-437a3257939c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.047168	0.002553	0.024774	0.03177486839968334	0.0125	8	23	4	21.5	0.007284	1.773809	0.997352	3.242548e-08	24.0700	22.4422	1.740208	0.104201	4.891686e-08	24.1588	1.764874	0.048517	3.614434e-08	24.0929	1.763480	0.028762	3.676339e-08	24.0965	1.763480	0.028762	3.676339e-08	24.0965	1.764874	0.048517	3.614434e-08	24.0929	1.764874	0.048517	3.614434e-08	24.0929	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
28	C4	b7a120b9-6316-4c85-a361-437a3257939c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052992	0.002553	0.024774	0.03177486839968334	0.0125	9	23	4	21.5	0.008683	1.796480	0.999772	2.941764e-08	23.7144	22.1219	1.740208	0.104201	5.831254e-08	23.8416	1.764874	0.048517	4.308676e-08	23.7836	1.763480	0.028762	4.382470e-08	23.7868	1.763480	0.028762	4.382470e-08	23.7868	1.764874	0.048517	4.308676e-08	23.7836	1.764874	0.048517	4.308676e-08	23.7836	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
29	C5	abf8c1c5-7c40-42a0-8ad4-6d2487296b95	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055132	0.002553	0.024774	0.03177486839968334	0.0125	8	23	4	21.5	0.009972	1.794898	0.999356	3.443058e-08	23.4811	21.8862	1.740208	0.104201	6.696910e-08	23.5918	1.764874	0.048517	4.948303e-08	23.5400	1.763480	0.028762	5.033052e-08	23.5428	1.763480	0.028762	5.033052e-08	23.5428	1.764874	0.048517	4.948303e-08	23.5400	1.764874	0.048517	4.948303e-08	23.5400	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
30	C6	abf8c1c5-7c40-42a0-8ad4-6d2487296b95	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052013	0.002553	0.024774	0.03177486839968334	0.0125	8	23	4	21.5	0.008920	1.828781	0.999866	2.060018e-08	23.6046	22.0591	1.740208	0.104201	5.989944e-08	23.7932	1.764874	0.048517	4.425930e-08	23.7363	1.763480	0.028762	4.501733e-08	23.7395	1.763480	0.028762	4.501733e-08	23.7395	1.764874	0.048517	4.425930e-08	23.7363	1.764874	0.048517	4.425930e-08	23.7363	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
31	C7	522cb69c-2b87-4529-8d23-851123b9b424	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.137761	0.002553	0.024774	0.03177486839968334	0.0125	6	21	0	nan	nan	nan	nan	nan	nan	nan	1.740208	0.104201	nan	nan	1.764874	0.048517	nan	nan	1.763480	0.028762	nan	nan	1.763480	0.028762	nan	nan	1.764874	0.048517	nan	nan	1.764874	0.048517	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
32	C8	522cb69c-2b87-4529-8d23-851123b9b424	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.125635	0.002553	0.024774	0.03177486839968334	0.0125	7	21	0	nan	nan	nan	nan	nan	nan	nan	1.740208	0.104201	nan	nan	1.764874	0.048517	nan	nan	1.763480	0.028762	nan	nan	1.763480	0.028762	nan	nan	1.764874	0.048517	nan	nan	1.764874	0.048517	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
33	C9	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.023161	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
34	C10	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.022204	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
35	C11	9d8645bc-801e-4eb1-a484-c96a278a6775	pos	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.538 < 1.7	0.039103	0.036559	0.177011	0.03177486839968334	0.0885	11	22	4	20.5	0.077637	1.538030	0.999353	1.141014e-05	18.4248	20.8042	1.427815	0.122102	5.239532e-05	17.9916	1.427815	0.122102	5.239532e-05	17.9916	nan	nan	nan	nan	nan	nan	nan	nan	1.427815	0.122102	5.239532e-05	17.9916	1.427815	0.122102	5.239532e-05	17.9916	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
36	C12	9d8645bc-801e-4eb1-a484-c96a278a6775	pos	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.553 < 1.7	0.044564	0.036559	0.177011	0.03177486839968334	0.0885	12	22	3	20.0	0.077256	1.553083	0.999721	1.158884e-05	17.9819	20.3086	1.427815	0.122102	6.230064e-05	17.5054	1.427815	0.122102	6.230064e-05	17.5054	nan	nan	nan	nan	nan	nan	nan	nan	1.427815	0.122102	6.230064e-05	17.5054	1.427815	0.122102	6.230064e-05	17.5054	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
37	D1	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.019134	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
38	D2	ab1a3cae-26a6-4c69-8b4d-51070f6a8e9e	nac	cDNA	SYBR Green I@None	non-saturating DNA binding dye	amplification in negative control;baseline error		0.022044	0.006180	0.058076	0.03177486839968334	0.029	0	35	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No
39	D3	57f80396-64d4-402e-a95f-a56b6df74e1c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052831	0.002553	0.024774	0.03177486839968334	0.0125	7	23	4	21.5	0.007172	1.813142	0.999710	1.992340e-08	24.0014	22.4336	1.740208	0.104201	4.816421e-08	24.1867	1.764874	0.048517	3.558822e-08	24.1202	1.763480	0.028762	3.619774e-08	24.1238	1.763480	0.028762	3.619774e-08	24.1238	1.764874	0.048517	3.558822e-08	24.1202	1.764874	0.048517	3.558822e-08	24.1202	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
40	D4	57f80396-64d4-402e-a95f-a56b6df74e1c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.057516	0.002553	0.024774	0.03177486839968334	0.0125	8	23	4	21.5	0.008386	1.742959	0.997637	5.443210e-08	23.8978	22.2186	1.740208	0.104201	5.631250e-08	23.9046	1.764874	0.048517	4.160894e-08	23.8450	1.763480	0.028762	4.232157e-08	23.8483	1.763480	0.028762	4.232157e-08	23.8483	1.764874	0.048517	4.160894e-08	23.8450	1.764874	0.048517	4.160894e-08	23.8450	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
41	D5	9bca89fe-c9bf-4597-940c-3ea65731f779	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053148	0.002553	0.024774	0.03177486839968334	0.0125	10	25	4	22.5	0.006390	1.737274	0.996939	2.561449e-08	25.4039	23.7148	1.740208	0.104201	2.466015e-08	25.3951	1.764874	0.048517	1.796656e-08	25.3234	1.763480	0.028762	1.828871e-08	25.3273	1.763480	0.028762	1.828871e-08	25.3273	1.764874	0.048517	1.796656e-08	25.3234	1.764874	0.048517	1.796656e-08	25.3234	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
42	D6	9bca89fe-c9bf-4597-940c-3ea65731f779	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050411	0.002553	0.024774	0.03177486839968334	0.0125	10	25	3	23.0	0.007804	1.790883	0.999894	1.179744e-08	25.4094	23.8084	1.740208	0.104201	2.283014e-08	25.5343	1.764874	0.048517	1.651664e-08	25.4715	1.763480	0.028762	1.681943e-08	25.4749	1.763480	0.028762	1.681943e-08	25.4749	1.764874	0.048517	1.651664e-08	25.4715	1.764874	0.048517	1.651664e-08	25.4715	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
43	D7	9d8645bc-801e-4eb1-a484-c96a278a6775	pos	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043673	0.002553	0.024774	0.03177486839968334	0.0125	8	26	4	24.5	0.007823	1.786535	0.998753	5.236946e-09	26.9154	25.3077	1.740208	0.104201	9.968599e-09	27.0300	1.764874	0.048517	7.061200e-09	26.9673	1.763480	0.028762	7.199176e-09	26.9708	1.763480	0.028762	7.199176e-09	26.9708	1.764874	0.048517	7.061200e-09	26.9673	1.764874	0.048517	7.061200e-09	26.9673	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
44	D8	9d8645bc-801e-4eb1-a484-c96a278a6775	pos	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.041595	0.002553	0.024774	0.03177486839968334	0.0125	9	27	4	24.5	0.006993	1.731920	0.998108	1.001755e-08	27.2560	25.5574	1.740208	0.104201	8.911799e-09	27.2323	1.764874	0.048517	6.312621e-09	27.1646	1.763480	0.028762	6.435970e-09	27.1683	1.763480	0.028762	6.435970e-09	27.1683	1.764874	0.048517	6.312621e-09	27.1646	1.764874	0.048517	6.312621e-09	27.1646	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
